OBJECTID,Join_Count,TARGET_FID,JOIN_FID,COUNT_,SUM_Acres_Restored,CODE,Project_Number,Project_Name,Treatment_ID,Year_Start,Year_End,COMPLETION_DATE,longitude,latitude,State,County,Database_,Site_Name,Refuge_Name,FS_UNIT_NAME,Acres_Restored,Activity,Management_Type,Subcategory,Treatment,Project_Description,Landowner_type,Lead_Organization,Federal_Project_Partner,non_federal_partners,PARTNER_NAME,Species_mentioned,Plant_species,AFFECTED_Z,Notes,DFP_Notes,Shape__Area,Shape__Length
7906,1,2069,1723,12,1779,PADUS1108,,,,2010,,,-111.20259668,43.77146322,ID,,PADUS,T56,,,17,Conservation,Easement,GAP Status- 2,,,PVT,Teton Regional Land Trust,,,,,,,cogo with GCDB aligned with 2006 aerial,lat/long is centroid of county,0.00472258938088999,0.261123871406977
7907,1,2069,1725,12,1779,PADUS1110,,,,2010,,,-111.24641502,43.76959115,ID,,PADUS,T67,,,637,Conservation,Easement,GAP Status- 2,,,PVT,Teton Regional Land Trust,,,,,,,cogo with GCDB,lat/long is centroid of county,0.00472258938088999,0.261123871406977
7908,1,2070,8395,1,0.5,ORWRI771,20812,Lower Columbia Estuary Partnership 2017-2019 Funding - Oxbow Park Site,,2017,2019,,-122.2922129,45.49459375,OR,Multnomah,ORWRI,Beaver Creek-Sandy River,,,0.5,Enhancement,Upland,Upland tree planting,,Upland trees planted,,Lower Columbia Estuary Partnership,,Lower Columbia Estuary Partnership,,,,,,lat/long is centroid of county,0.00486381792916291,0.265629412360703
7909,1,2071,8157,1,0.7,ORWRI382,22181,North Scappoose - Stallings Riparian Restoration,,2018,2019,,-122.9871893,45.82586234,OR,Columbia,ORWRI,North Scappoose Creek,,,0.7,Maintenance,Riparian,Riparian invasive plant control,,"Riparian treated for non-native or noxious plant species; Riparian trees planted: conifer and hardwood; Riparian shrubs or herbaceous vegetation planted/reseeded",,OWEB,,OWEB,,,,,,lat/long is centroid of county,0.00489374560629585,0.266585750891643
7910,1,2072,3352,7,3441,FS1065,,,,,2019,10/2/2019,-120.177038,42.3796302,OR,Lake,FS,CC NCT 629_630,,FREMONT-WINEMA NATIONAL FORESTS,50,Maintenance,Fuels,Prescribed Fire,CC NCT 629_630,Collaborative Forest Landscape Restoration,,,,,,Pollinator,,CC NCT 629_630_AZ,,Lat/long is centroid of polygon,0.00461713177674028,0.257563222086162
7911,1,2072,3451,7,3441,FS1165,,,,,2019,10/2/2019,-120.1774728,42.36080551,OR,Lake,FS,NWA 806_807,,FREMONT-WINEMA NATIONAL FORESTS,226,Maintenance,Fuels,Prescribed Fire,NWA 806_807,Collaborative Forest Landscape Restoration,,,,,,Pollinator,,NWA 806_807_AZ,,Lat/long is centroid of polygon,0.00461713177674028,0.257563222086162
7912,1,2072,3486,7,3441,FS1200,,,,,2019,11/17/2019,-120.2163458,42.36893717,OR,Lake,FS,CMH Underburn 2020,,FREMONT-WINEMA NATIONAL FORESTS,414,Maintenance,Fuels,Prescribed Fire,CMH Underburn 2020,Collaborative Forest Landscape Restoration,,,,,,Pollinator,,CMH Underburn 2020_AZ,,Lat/long is centroid of polygon,0.00461713177674028,0.257563222086162
7913,1,2072,3608,7,3441,FS1326,,,,,2019,11/24/2019,-120.1793764,42.38194909,OR,Lake,FS,North Warner Aspen 947,,FREMONT-WINEMA NATIONAL FORESTS,12,Maintenance,Fuels,Prescribed Fire,North Warner Aspen 947,Collaborative Forest Landscape Restoration,,,,,,Pollinator,,North Warner Aspen 947_AZ,,Lat/long is centroid of polygon,0.00461713177674028,0.257563222086162
7914,1,2072,3665,7,3441,FS1385,,,,,2019,11/17/2019,-120.2163458,42.36893717,OR,Lake,FS,CMH Underburn,,FREMONT-WINEMA NATIONAL FORESTS,414,Maintenance,Fuels,Prescribed Fire,CMH Underburn,Collaborative Forest Landscape Restoration,,,,,,Pollinator,,CMH Underburn 2020_1_AZ,,Lat/long is centroid of polygon,0.00461713177674028,0.257563222086162
7915,1,2072,3771,7,3441,FS1491,,,,,2019,10/2/2019,-120.1742306,42.37105837,OR,Lake,FS,NWM 808,,FREMONT-WINEMA NATIONAL FORESTS,22,Maintenance,Fuels,Prescribed Fire,NWM 808,Collaborative Forest Landscape Restoration,,,,,,Pollinator,,NWM 808_AZ,,Lat/long is centroid of polygon,0.00461713177674028,0.257563222086162
7916,1,2072,8685,7,3441,ORWRI783,20861,North Warner Multi Ownership Forest Health Project - Fremont Winema National Forest,,2017,2019,,-120.20006665,42.34250829,OR,Lake,ORWRI,Upper Honey Creek,,,2303,Maintenance,Upland,Upland vegetation management,"Upland forest health treatment within mixed conifer timber stands.  Stand types include: Ponderosa pine, Western juniper, White fir, Aspen","Upland treated for juniper by clearing, burning, thinning, or removal",,USFS,USFS,,,,,,,lat/long is centroid of county,0.00461713177674028,0.257563222086162
7917,1,2073,1047,10,217,PADUS432,,,,2020,,,-123.93967028,42.69613216,OR,,PADUS,Brood,,,0,Conservation,Easement,GAP Status- 2,,,FED,Forest Service Region 06 - Pacific Northwest Region,,,,,,,Conservation Easement,lat/long is centroid of county,0.00463926955944771,0.258269656863948
7918,1,2073,1084,10,217,PADUS469,,,,2020,,,-123.93692743,42.6996463,OR,,PADUS,"Miller, O'Dell",,,81,Conservation,Easement,GAP Status- 2,,,FED,Forest Service Region 06 - Pacific Northwest Region,,,,,,,Conservation Easement,lat/long is centroid of county,0.00463926955944771,0.258269656863948
7919,1,2073,1085,10,217,PADUS470,,,,2020,,,-123.94047393,42.69701342,OR,,PADUS,"Hill, Russell F.",,,1,Conservation,Easement,GAP Status- 2,,,FED,Forest Service Region 06 - Pacific Northwest Region,,,,,,,Conservation Easement,lat/long is centroid of county,0.00463926955944771,0.258269656863948
7920,1,2073,1086,10,217,PADUS471,,,,2020,,,-123.94110311,42.69671074,OR,,PADUS,"Boyden, Allen M.",,,1,Conservation,Easement,GAP Status- 2,,,FED,Forest Service Region 06 - Pacific Northwest Region,,,,,,,Conservation Easement,lat/long is centroid of county,0.00463926955944771,0.258269656863948
7921,1,2073,1087,10,217,PADUS472,,,,2020,,,-123.93985117,42.69729961,OR,,PADUS,"Geraghty, Richard M.",,,1,Conservation,Easement,GAP Status- 2,,,FED,Forest Service Region 06 - Pacific Northwest Region,,,,,,,Conservation Easement,lat/long is centroid of county,0.00463926955944771,0.258269656863948
7922,1,2073,1089,10,217,PADUS474,,,,2020,,,-123.93963134,42.69374511,OR,,PADUS,"Norfleet, Bill",,,41,Conservation,Easement,GAP Status- 2,,,FED,Forest Service Region 06 - Pacific Northwest Region,,,,,,,Conservation Easement,lat/long is centroid of county,0.00463926955944771,0.258269656863948
7923,1,2073,1090,10,217,PADUS475,,,,2020,,,-123.93833461,42.69648466,OR,,PADUS,"Hastie, Robert S.",,,2,Conservation,Easement,GAP Status- 2,,,FED,Forest Service Region 06 - Pacific Northwest Region,,,,,,,Conservation Easement,lat/long is centroid of county,0.00463926955944771,0.258269656863948
7924,1,2073,1091,10,217,PADUS476,,,,2020,,,-123.93899477,42.69633191,OR,,PADUS,"Schroeder, Richard G.",,,1,Conservation,Easement,GAP Status- 2,,,FED,Forest Service Region 06 - Pacific Northwest Region,,,,,,,Conservation Easement,lat/long is centroid of county,0.00463926955944771,0.258269656863948
7925,1,2073,1092,10,217,PADUS477,,,,2020,,,-123.93766343,42.69657006,OR,,PADUS,"Woodcock, D. A.",,,1,Conservation,Easement,GAP Status- 2,,,FED,Forest Service Region 06 - Pacific Northwest Region,,,,,,,Conservation Easement,lat/long is centroid of county,0.00463926955944771,0.258269656863948
7926,1,2073,1093,10,217,PADUS478,,,,2020,,,-123.97737346,42.66908243,OR,,PADUS,"Staley, Thos",,,88,Conservation,Easement,GAP Status- 2,,,FED,Forest Service Region 06 - Pacific Northwest Region,,,,,,,Conservation Easement,lat/long is centroid of county,0.00463926955944771,0.258269656863948
7927,1,2074,1191,3,403,PADUS576,,,,2020,,,-123.26336599,44.18544021,OR,,PADUS,"Wetlands Reserve Program (WRP), Lane, Oregon",,,89,Conservation,Easement,GAP Status- 2,,,PVT,Admin State OR,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00475339199874725,0.262031662884761
7928,1,2074,1257,3,403,PADUS642,,,,2020,,,-123.25556263,44.18429939,OR,,PADUS,"Wetlands Reserve Program (WRP), Lane, Oregon",,,204,Conservation,Easement,GAP Status- 2,,,PVT,Admin State OR,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00475339199874725,0.262031662884761
7929,1,2074,1426,3,403,PADUS811,,,,2020,,,-123.24524006,44.16948711,OR,,PADUS,"Wetlands Reserve Program (WRP), Lane, Oregon",,,110,Conservation,Easement,GAP Status- 2,,,PVT,Admin State OR,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00475339199874725,0.262031662884761
7930,1,2075,470,1,0.17,XS12,,,,2019,2019,,-120.7879085,38.36510898,CA,Amador,XS,,,,0.17,Enhancement,,Planting,,"Xerces habitat kit, agriculture",,Xerces Society,,,,Pollinator,,,,,0.00435377034000339,0.248689956624734
7931,1,2076,8584,1,28,ORWRI677,19937,Mt. Creek Watershed Restoration Project - Site 6,,2013,2017,,-119.93743952,44.49017153,OR,Wheeler,ORWRI,Middle Mountain Creek,,,28,Maintenance,Upland,Upland vegetation management,,"Upland treated for juniper by clearing, burning, thinning, or removal; Other upland vegetation management",,Grant SWCD,,Grant SWCD,,,,,,lat/long is centroid of county,0.00478140101677127,0.262977670909542
7932,1,2077,1763,7,915,PADUS1148,,,,2011,,,-122.80060742,48.57892706,WA,,PADUS,Blakely,,,202,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00514924911749404,0.27466986024429
7933,1,2077,1861,7,915,PADUS1246,,,,2011,,,-122.79451276,48.56523027,WA,,PADUS,Blakely,,,523,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00514924911749404,0.27466986024429
7934,1,2077,1914,7,915,PADUS1299,,,,2015,,,-122.80966928,48.55036939,WA,,PADUS,Data not available,,,0,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00514924911749404,0.27466986024429
7935,1,2077,1917,7,915,PADUS1302,,,,2011,,,-122.80663631,48.58418762,WA,,PADUS,Blakely,,,6,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00514924911749404,0.27466986024429
7936,1,2077,1922,7,915,PADUS1307,,,,2011,,,-122.80570504,48.55840799,WA,,PADUS,Blakely,,,0,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00514924911749404,0.27466986024429
7937,1,2077,1926,7,915,PADUS1311,,,,2011,,,-122.80854832,48.55265147,WA,,PADUS,Blakely,,,9,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00514924911749404,0.27466986024429
7938,1,2077,2375,7,915,PADUS1760,,,,2011,,,-122.81206218,48.55217197,WA,,PADUS,Blakely,,,175,Conservation,Easement,GAP Status- 2,,,PVT,San Juan Preservation Trust,,,,,,, ,lat/long is centroid of county,0.00514924911749404,0.27466986024429
7939,1,2078,3029,1,2077,PADUS2414,,,,2017,,,-122.01666403,40.4337075,CA,,PADUS,Battle Creek Easement,,,2077,Conservation,Easement,GAP Status- 2,,,PVT,The Nature Conservancy,,,,,,,,lat/long is centroid of county,0.00448326745936356,0.253071351133115
7940,1,2079,2529,2,108,PADUS1914,,,,2020,,,-120.79322825,37.10372885,CA,,PADUS,Grasslands Wildlife Management Area,,,65,Conservation,Easement,GAP Status- 2,,,UNK,C,,,,,,,,lat/long is centroid of county,0.00428337838411608,0.246286023682219
7941,1,2079,2530,2,108,PADUS1915,,,,2020,,,-120.79556186,37.10179925,CA,,PADUS,Grasslands Wildlife Management Area,,,43,Conservation,Easement,GAP Status- 2,,,UNK,C,,,,,,,,lat/long is centroid of county,0.00428337838411608,0.246286023682219
7942,1,2080,3881,2,16126,LTDL1,724,,1948,2014,,,-114.576562302,43.568139323,ID,Blaine,LTDL,,,,8063,Maintenance,Herbicide/Weeds/Chemical,Weeds,Noxious Weeds,"The objective of this treatment is to identify and control the expected noxious weed increase using spot herbicide application on the burned area. In addition, biological control agents for knapweed would be utilized in areas not easily accessible to grou",Federal,BLM,BLM,,,,,,Future weed control and vegetation restoration efforts will continue under the Twin Falls District\r\nWeed Control and Fuels/Restoration programs.,lat/long is centroid of county,0.00470900656637241,0.260650375926617
7943,1,2080,3882,2,16126,LTDL2,724,,1954,2015,,,-114.576562302,43.568139323,ID,Blaine,LTDL,,,,8063,Maintenance,Herbicide/Weeds/Chemical,Weeds,Noxious Weeds,"The objective of this treatment is to identify and control the expected noxious weed increase using spot herbicide application on the burned area. In addition, biological control agents for knapweed would be utilized in areas not easily accessible to grou",Federal,BLM,BLM,,,,,,,lat/long is centroid of county,0.00470900656637241,0.260650375926617
7944,1,2081,529,2,0.833,OSU3,,,,2019,2019,,-122.654649,44.115206,OR,Lane,OSU,,,,0.033,Enhancement,,Planting,,OSU established pollinator forage (forb seeds) on Eugene Water and Electric property along forest edge,,,,,,Pollinator,forbs,,,area calculated from digitized polygons,0.00474988961150302,0.261922364019955
7945,1,2081,8036,2,0.833,ORWRI235,19921,Whitewater Ranch Goose Creek Restoration,,2016,2018,,-122.63119298,44.11791169,OR,Lane,ORWRI,Leaburg Canal-McKenzie River,,,0.8,Maintenance,Riparian,Riparian invasive plant control,"Himalayan blackberry, reed canarygrass, Canadian thistle. UO ELP students performed additional hand control in student planting area on both sides of Goose Creek.","Riparian treated for non-native or noxious plant species; Riparian trees planted: conifer and hardwood; Riparian shrubs or herbaceous vegetation planted/reseeded",,Whitewater Ranch,,Whitewater Ranch,,,,,,lat/long is centroid of county,0.00474988961150302,0.261922364019955
7946,1,2082,8284,2,,LTDL113,16758,Soda Wildfire Rehabilitation 2015,49228,2018,,,-117.042688623,43.2243076980001,OR,Malheur,LTDL,,,,,Restoration,Seeding,Seedling Planting,Seedling Planting (Shrub/Tree): Hand Planting,Density of sagebrush seedlings in suitable areas is an average of greater than or equal to 1 plant\r\nper 10 m2. The objective of sagebrush seedling plantings will be to immediately increase the suitability of\r\nhabitat surrounding occupied leks and late,Federal,BLM,BLM,,,,,,,lat/long is centroid of county,0.00467989546359604,0.259668856730646
7947,1,2082,8285,2,,LTDL114,16758,Soda Wildfire Rehabilitation 2015,49229,2017,,,-117.042688623,43.2243076980001,OR,Malheur,LTDL,,,,,Restoration,Seeding,Seedling Planting,Seedling Planting (Shrub/Tree): Hand Planting,Density of sagebrush seedlings in suitable areas is an average of greater than or equal to 1 plant\r\nper 10 m2. The objective of sagebrush seedling plantings will be to immediately increase the suitability of\r\nhabitat surrounding occupied leks and late,Federal,BLM,BLM,,,,,,,lat/long is centroid of county,0.00467989546359604,0.259668856730646
7948,1,2083,3283,1,304,FS2343,,,,2021,2021,,-113.944457317,45.557410834,ID,Lemhi,FS,Upper North Fork Prescribed Fire 2021,,SALMON-CHALLIS NATIONAL FOREST,304,Maintenance,Fuels,Prescribed Fire,,041307_2021_UNFRxFire_UNFEP1,,Forest Service,Forest Service,,,,,,,lat/long is centroid of county,0.00486919124932683,0.265891798965483
7949,1,2084,1023,1,1518,PADUS408,,,,2020,,,-111.22485389,34.74890005,AZ,,PADUS,"Wetlands Reserve Program (WRP), Coconino, Arizona",,,1518,Conservation,Easement,GAP Status- 2,,,PVT,Admin State AZ,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00415967934918626,0.242057562397654
7950,1,2085,3293,1,350,FS1006,,,,,2019,9/30/2019,-120.6872762,47.81436012,WA,Chelan,FS,061707_WRRD_RxBurns_2019,,OKANOGAN-WENATCHEE NATIONAL FORESTS,350,Maintenance,Fuels,Prescribed Fire,061707_WRRD_RxBurns_2019_underburn,Hazardous Fuels Reduction,,,,,,Pollinator,,061707_WRRD_RxBurns_2019_habaz,,Lat/long is centroid of polygon,0.00507430345123794,0.272355822308308
7951,1,2086,8123,3,2.19,ORWRI334,20714,Peters Planting project,,2019,2019,,-123.90925513,45.06034283,OR,Tillamook,ORWRI,Neskowin Creek-Frontal Pacific Ocean,,,2,Maintenance,Riparian,Riparian invasive plant control,,"Riparian treated for non-native or noxious plant species; Riparian trees planted: conifer and hardwood; Riparian shrubs or herbaceous vegetation planted/reseeded",,Private Landowner,,Private Landowner,,,,,,lat/long is centroid of county,0.00482654988536524,0.264406481149765
7952,1,2086,8441,3,2.19,ORWRI529,18923,WY H14-05 Neskowin Creek Knotweed Treatment 2014,,2014,2014,,-123.92438675,45.07366839,OR,Tillamook,ORWRI,Neskowin Creek-Frontal Pacific Ocean,,,0.14,Maintenance,Upland,Upland invasive plant control,Knotweed Treatment,Upland treated for non-native or noxious plant species,,Cascade Pacific RC&D,,Cascade Pacific RC&D,,,,,,lat/long is centroid of county,0.00482654988536524,0.264406481149765
7953,1,2086,8542,3,2.19,ORWRI634,19496,WY H15-09 Neskowin Creek Knotweed Treatment 2015-16,,2015,2016,,-123.92445731,45.07334379,OR,Tillamook,ORWRI,Neskowin Creek-Frontal Pacific Ocean,,,0.05,Maintenance,Upland,Upland invasive plant control,Herbicide application,Upland treated for non-native or noxious plant species,,"Nestucca, Neskowin & Sand Lake Watersheds Council",,"Nestucca, Neskowin & Sand Lake Watersheds Council",,,,,,lat/long is centroid of county,0.00482654988536524,0.264406481149765
7954,1,2087,3897,1,13619,LTDL29,6081,,16855,2014,,,-114.063707051,43.016843544,ID,Lincoln,LTDL,,,,13619,Maintenance,Herbicide/Weeds/Chemical,Weeds,Noxious Weeds,The first objective is to treat the expected increase in annual invasive vegetation and noxious weeds with a large scale application of herbicide. The second objective of this treatment is to identify and control any noxious weed increase using spot herbi,Federal,BLM,BLM,,,,,,"Imazapic application is not technically part of the ESR/BAR funded project, but was included. Costs do not include Imazapic application.",lat/long is centroid of county,0.00466549161683361,0.259214754874476
7955,1,2088,2636,6,787,PADUS2021,,,,2020,,,-122.94565241,39.16170937,CA,,PADUS,"Wetlands Reserve Program (WRP), Lake, California",,,15,Conservation,Easement,GAP Status- 2,,,PVT,Admin State CA,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00440250159090283,0.250336982612804
7956,1,2088,2639,6,787,PADUS2024,,,,2020,,,-122.94037772,39.16236318,CA,,PADUS,"Wetlands Reserve Program (WRP), Lake, California",,,48,Conservation,Easement,GAP Status- 2,,,PVT,Admin State CA,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00440250159090283,0.250336982612804
7957,1,2088,2640,6,787,PADUS2025,,,,2020,,,-122.93790485,39.15833189,CA,,PADUS,"Wetlands Reserve Program (WRP), Lake, California",,,286,Conservation,Easement,GAP Status- 2,,,PVT,Admin State CA,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00440250159090283,0.250336982612804
7958,1,2088,2641,6,787,PADUS2026,,,,2020,,,-122.95468071,39.16653855,CA,,PADUS,"Wetlands Reserve Program (WRP), Lake, California",,,268,Conservation,Easement,GAP Status- 2,,,PVT,Admin State CA,,,,,,,GENERAL PLANNING ONLY-not a legal representation of the easement boundary.,lat/long is centroid of county,0.00440250159090283,0.250336982612804
